MajorArea,WORLD,More developed regions,Less developed regions,Least developed countries,Less developed regions excluding least developed countries,High-income countries,Middle-income countries,Upper-middle-income countries,Lower-middle-income countries,Low-income countries,Sub-Saharan Africa,AFRICA,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Reunion,Rwanda,Seychelles,Somalia,South Sudan,Uganda,United Republic of Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cabo Verde,Côte d'Ivoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Saint Helena,Senegal,Sierra Leone,Togo,ASIA,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Eastern Asia,China,China Hong Kong SAR,China Macao SAR,Dem. People's Republic of Korea,Japan,Mongolia,Republic of Korea,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,State of Palestine,Syrian Arab Republic,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czechia,Hungary,Poland,Republic of Moldova,Romania,Russian Federation,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Faeroe Islands,Finland,Iceland,Ireland,Isle of Man,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Andorra,Bosnia and Herzegovina,Croatia,Gibraltar,Greece,Holy See,Italy,Malta,Montenegro,Portugal,San Marino,Serbia,Slovenia,Spain,TFYR Macedonia,Western Europe,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,British Virgin Islands,Caribbean Netherlands,Cayman Islands,Cuba,Curacao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten,Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Bermuda,Canada,Greenland,Saint Pierre and Miquelon,United States of America,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Kiribati,Marshall Islands,Micronesia,Nauru,Northern Mariana Islands,Palau,Polynesia,American Samoa,Cook Islands,French Polynesia,Niue,Samoa,Tokelau,Tonga,Tuvalu,Wallis and Futuna Islands,Year
Argentina,430322.0,222418.0,207904.0,526.0,207378.0,295653.0,134162.0,110950.0,23212.0,466.0,762.0,1084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,74.0,623.0,0.0,65.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,28270.0,0.0,0.0,0.0,0.0,0.0,0.0,2657.0,0.0,0.0,0.0,0.0,2657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,25581.0,0.0,0.0,0.0,21.0,0.0,0.0,25526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,102964.0,1034.0,76.0,7.0,76.0,22.0,251.0,0.0,0.0,582.0,20.0,0.0,4405.0,0.0,833.0,0.0,0.0,107.0,5.0,63.0,0.0,9.0,83.0,445.0,1913.0,947.0,75613.0,0.0,86.0,0.0,143.0,0.0,641.0,0.0,31345.0,7.0,0.0,303.0,68.0,5.0,92.0,42923.0,0.0,21912.0,839.0,276.0,10137.0,4499.0,0.0,38.0,0.0,1614.0,4509.0,181207.0,4741.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,4.0,373.0,0.0,0.0,2642.0,0.0,0.0,466.0,0.0,0.0,0.0,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6831.0,0.0,1041.0,255.0,285.0,145.0,4340.0,185.0,580.0,169635.0,0.0,21923.0,28350.0,32696.0,2359.0,1669.0,27.0,0.0,0.0,50447.0,8122.0,0.0,14559.0,9483.0,103223.0,0.0,10660.0,0.0,0.0,92563.0,13574.0,13574.0,13155.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
Armenia,899683.0,654149.0,245534.0,0.0,245534.0,76183.0,823500.0,767233.0,56267.0,0.0,94.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,179.0,511.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243384.0,35697.0,7596.0,7381.0,257.0,11250.0,9213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,207135.0,0.0,202586.0,0.0,292.0,4039.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,610509.0,579891.0,6645.0,1207.0,227.0,186.0,1181.0,0.0,1.0,535266.0,37.0,35141.0,3846.0,0.0,400.0,715.0,0.0,0.0,2.0,10.0,0.0,1552.0,815.0,4.0,267.0,81.0,12501.0,0.0,0.0,0.0,0.0,0.0,12148.0,0.0,25.0,11.0,0.0,16.0,0.0,19.0,0.0,282.0,0.0,14271.0,1681.0,45.0,6547.0,5581.0,0.0,0.0,0.0,43.0,374.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,6.0,0.0,0.0,0.0,60.0,0.0,0.0,1300.0,1236.0,0.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,43252.0,0.0,1771.0,0.0,0.0,41481.0,388.0,388.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
Aruba,10597.0,4640.0,5957.0,0.0,5957.0,5113.0,1108.0,1099.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,111.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,557.0,0.0,5948.0,5155.0,0.0,7.0,0.0,0.0,0.0,0.0,4376.0,0.0,0.0,0.0,17.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,417.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,1.0,0.0,0.0,50.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,3886.0,0.0,523.0,0.0,0.0,3363.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
Australia,303406.0,244911.0,58495.0,1465.0,57030.0,256890.0,46271.0,19915.0,26356.0,105.0,5294.0,7318.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,81.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,0.0,525.0,1499.0,0.0,0.0,0.0,0.0,5120.0,120.0,0.0,793.0,4199.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35094.0,0.0,0.0,0.0,0.0,0.0,0.0,12899.0,2417.0,6092.0,0.0,96.0,3976.0,3.0,315.0,3216.0,0.0,0.0,12.0,3116.0,0.0,37.0,0.0,0.0,51.0,13038.0,262.0,54.0,5963.0,18.0,1851.0,0.0,943.0,2913.0,593.0,425.0,16.0,5941.0,0.0,0.0,0.0,741.0,0.0,0.0,2102.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2910.0,0.0,0.0,137463.0,2564.0,21.0,13.0,56.0,832.0,863.0,0.0,0.0,761.0,18.0,0.0,77198.0,0.0,981.0,0.0,0.0,452.0,60.0,532.0,123.0,45.0,22.0,797.0,1760.0,72426.0,34881.0,0.0,36.0,0.0,694.0,0.0,19643.0,0.0,8059.0,3435.0,0.0,348.0,0.0,82.0,226.0,2358.0,0.0,22820.0,1371.0,353.0,3931.0,6205.0,0.0,74.0,0.0,7853.0,3033.0,3111.0,171.0,0.0,7.0,0.0,27.0,24.0,12.0,0.0,24.0,0.0,0.0,3.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,73.0,33.0,47.0,0.0,116.0,0.0,115.0,2556.0,625.0,74.0,297.0,675.0,202.0,125.0,7.0,0.0,0.0,0.0,420.0,0.0,0.0,131.0,55694.0,37.0,13390.0,0.0,0.0,42267.0,64726.0,47778.0,0.0,47778.0,16250.0,1306.0,226.0,13916.0,360.0,442.0,266.0,0.0,64.0,0.0,0.0,202.0,0.0,0.0,432.0,0.0,115.0,63.0,11.0,236.0,7.0,0.0,0.0,0.0,1990
Austria,505818.0,471667.0,34151.0,190.0,33961.0,471750.0,33878.0,32649.0,1229.0,190.0,4444.0,7204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,0.0,716.0,2044.0,0.0,0.0,0.0,0.0,4424.0,0.0,0.0,901.0,3523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14070.0,98.0,0.0,0.0,98.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,309.0,3.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,13518.0,0.0,0.0,0.0,88.0,0.0,0.0,6373.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6979.0,0.0,0.0,334427.0,17985.0,44.0,26.0,1811.0,5206.0,6119.0,0.0,722.0,3776.0,281.0,0.0,27677.0,0.0,1275.0,0.0,0.0,253.0,52.0,49.0,0.0,50.0,48.0,997.0,4731.0,20222.0,28846.0,0.0,0.0,310.0,1265.0,0.0,3523.0,0.0,16037.0,18.0,0.0,113.0,0.0,860.0,4461.0,2259.0,0.0,259919.0,0.0,1010.0,11675.0,189349.0,2021.0,512.0,0.0,6902.0,48450.0,13186.0,1166.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,965.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,0.0,80.0,18.0,0.0,0.0,429.0,54.0,41.0,11398.0,4256.0,170.0,4756.0,594.0,280.0,182.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,1020.0,113299.0,26.0,25600.0,0.0,0.0,87673.0,23632.0,23632.0,22977.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
Azerbaijan,1634120.0,1056582.0,577538.0,0.0,577538.0,33547.0,1600573.0,1004974.0,595599.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577509.0,85555.0,35789.0,14455.0,257.0,11793.0,23261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0,0.0,0.0,0.0,0.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491137.0,464459.0,0.0,0.0,9.0,7911.0,0.0,14696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4062.0,0.0,0.0,1046416.0,1038282.0,15651.0,8.0,45.0,134.0,356.0,3750.0,0.0,936852.0,4.0,81482.0,6124.0,0.0,84.0,2211.0,0.0,0.0,2.0,10.0,0.0,1399.0,2193.0,0.0,148.0,77.0,214.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,35.0,0.0,1796.0,592.0,45.0,400.0,600.0,0.0,0.0,0.0,40.0,119.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10067.0,0.0,1041.0,0.0,0.0,9026.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
Bahamas,25172.0,23365.0,1807.0,0.0,1807.0,24343.0,785.0,742.0,43.0,0.0,74.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,7.0,12.0,250.0,32.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,178.0,13.0,2.0,64.0,0.0,0.0,0.0,0.0,24.0,75.0,1722.0,1659.0,0.0,5.0,0.0,0.0,55.0,14.0,44.0,59.0,0.0,0.0,5.0,91.0,17.0,0.0,0.0,518.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,840.0,0.0,33.0,0.0,10.0,0.0,0.0,0.0,0.0,23.0,0.0,30.0,0.0,9.0,0.0,1.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22694.0,0.0,1061.0,0.0,0.0,21633.0,178.0,178.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
Bahrain,12767.0,1730.0,11037.0,89.0,10948.0,2339.0,10428.0,1440.0,8988.0,0.0,233.0,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0.0,382.0,1091.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,72.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,9166.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,143.0,189.0,65.0,106.0,54.0,0.0,8351.0,0.0,0.0,231.0,0.0,940.0,20.0,0.0,1.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,0.0,67.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,6.0,42.0,583.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,196.0,12.0,2.0,55.0,0.0,0.0,0.0,0.0,49.0,78.0,53.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,28.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,297.0,0.0,0.0,0.0,493.0,493.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
Bangladesh,5451546.0,160805.0,5290741.0,2047.0,5288694.0,1038610.0,4412312.0,34282.0,4378030.0,624.0,2649.0,3079.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,112.0,318.0,0.0,0.0,0.0,0.0,2517.0,0.0,0.0,48.0,2469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5287899.0,0.0,0.0,0.0,0.0,0.0,0.0,4997.0,1858.0,297.0,0.0,74.0,2110.0,0.0,658.0,4377309.0,0.0,0.0,24.0,4375155.0,0.0,1623.0,500.0,0.0,7.0,35900.0,659.0,0.0,0.0,0.0,23930.0,1370.0,70.0,8818.0,725.0,103.0,225.0,869693.0,0.0,0.0,20442.0,162.0,0.0,0.0,0.0,948.0,126783.0,433.0,50041.0,36556.0,479380.0,0.0,0.0,79.0,154869.0,0.0,130511.0,1433.0,0.0,22.0,8.0,60.0,60.0,0.0,3.0,1280.0,0.0,0.0,105761.0,0.0,241.0,0.0,0.0,115.0,0.0,157.0,0.0,3.0,0.0,558.0,2307.0,102380.0,13416.0,0.0,0.0,0.0,0.0,0.0,7665.0,0.0,5421.0,6.0,0.0,76.0,0.0,0.0,0.0,248.0,0.0,9901.0,1508.0,268.0,2198.0,4767.0,0.0,29.0,0.0,401.0,730.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,13.0,11.0,0.0,0.0,35.0,0.0,7.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25617.0,0.0,4203.0,0.0,0.0,21414.0,4369.0,2567.0,2315.0,252.0,1368.0,1368.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
Barbados,84917.0,79548.0,5369.0,0.0,5369.0,82908.0,1867.0,1796.0,71.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22007.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21851.0,0.0,17.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,9.0,79.0,21736.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,140.0,12.0,5.0,42.0,0.0,0.0,0.0,0.0,37.0,44.0,5339.0,4687.0,0.0,204.0,0.0,234.0,0.0,94.0,142.0,65.0,0.0,0.0,61.0,0.0,101.0,0.0,0.0,418.0,0.0,0.0,0.0,41.0,324.0,303.0,0.0,2411.0,0.0,289.0,209.0,0.0,8.0,64.0,0.0,0.0,0.0,0.0,137.0,443.0,16.0,7.0,0.0,23.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,241.0,57240.0,0.0,14225.0,0.0,0.0,43015.0,301.0,301.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
