Year,Major area,1990,1995,2000,2005,2010,2015,2017
1990,Venezuela (Bolivarian Republic of),19861956,22188667,24488340,26784161,29028033,31155134,31977065
1990,NORTHERN AMERICA,280345440,295113733,312845026,327545823,342936927,356003541,361207811
1990,Bermuda,60930,62696,64028,65130,63956,62003,61349
1990,Canada,27692680,29330073,30735773,32287980,34168668,35949709,36624199
1990,Greenland,55604,55811,56175,56951,56638,56377,56480
1990,Saint Pierre and Miquelon,6276,6304,6272,6261,6274,6290,6320
1990,United States of America,252529950,265658849,281982778,295129501,308641391,319929162,324459463
1990,OCEANIA,27071461,29185314,31229422,33567637,36635566,39542980,40690786
1990,Australia/New Zealand,20439603,21751679,22924836,24374258,26490126,28414088,29156379
1990,Australia,17041431,18076743,19065837,20238903,22120064,23799556,24450561
1990,New Zealand,3398172,3674936,3858999,4135355,4370062,4614532,4705818
1990,Melanesia,5669948,6387966,7193988,8048467,8983311,9933150,10320506
1990,Fiji,728628,775498,811223,821817,859950,892149,905502
1990,New Caledonia,169787,190732,212871,232686,251037,269091,276255
1990,Papua New Guinea,4313059,4894276,5572222,6314709,7108239,7919825,8251162
1990,Solomon Islands,311840,359225,412609,469885,527790,587482,611343
1990,Vanuatu,146634,168235,185063,209370,236295,264603,276244
1990,Micronesia,413304,465362,497632,502742,503056,518995,527530
1990,Guam,130482,145561,155329,158402,159444,161797,164229
1990,Kiribati,72412,77730,84406,92325,102652,112407,116398
1990,Marshall Islands,47298,51015,52159,52055,52425,52994,53127
1990,Micronesia (Fed. States of),96331,107556,107432,106196,103616,104433,105544
1990,Nauru,9155,9969,10037,10114,10025,11260,11359
1990,Northern Mariana Islands,42538,56278,69094,63744,54424,54816,55144
1990,Palau,15088,17253,19175,19906,20470,21288,21729
1990,Polynesia,548606,580307,612966,642170,659073,676747,686371
1990,American Samoa,47038,52868,57521,59118,55637,55537,55641
1990,Cook Islands,18356,18956,18122,19710,18545,17449,17380
1990,French Polynesia,198375,215196,237258,254886,267820,277690,283007
1990,Niue,2329,2165,1899,1683,1630,1629,1618
1990,Samoa,162866,170157,174610,179929,186205,193759,196440
1990,Tokelau,1608,1517,1554,1208,1140,1252,1300
1990,Tonga,95153,96076,98082,101041,104137,106364,108020
1990,Tuvalu,9003,9230,9420,10027,10531,11001,11192
1990,Wallis and Futuna Islands,13878,14142,14500,14568,13428,12066,11773
